Week,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
6,Pittsburgh Steelers,,Cincinnati Bengals,23,6,253,2,171,3
6,Washington Redskins,,Detroit Lions,20,7,207,2,247,3
6,Kansas City Chiefs,@,Miami Dolphins,20,17,453,2,441,5
6,Seattle Seahawks,@,Tampa Bay Buccaneers,13,10,253,2,285,1
6,Green Bay Packers,,Philadelphia Eagles,28,13,356,2,239,1
6,Minnesota Vikings,,New York Giants,24,7,361,3,209,3
6,Los Angeles Rams,,Chicago Bears,20,12,279,4,325,4
6,St. Louis Cardinals,,Dallas Cowboys,21,17,436,4,380,1
6,Oakland Raiders,@,Denver Broncos,17,10,289,1,261,0
6,San Francisco 49ers,,New Orleans Saints,33,3,309,2,95,3
6,San Diego Chargers,,Houston Oilers,30,27,468,2,380,1
6,New England Patriots,,New York Jets,41,7,475,1,309,2
7,San Francisco 49ers,,Atlanta Falcons,15,0,245,4,44,3
7,New England Patriots,@,Buffalo Bills,26,22,277,4,309,5
7,Cleveland Browns,,San Diego Chargers,21,17,374,2,310,1
7,Baltimore Colts,@,New York Jets,20,0,417,1,277,2
7,Minnesota Vikings,@,Philadelphia Eagles,31,12,491,2,282,0
7,Pittsburgh Steelers,@,New York Giants,27,0,331,0,151,2
7,Dallas Cowboys,,Chicago Bears,31,21,529,3,110,0
7,Denver Broncos,@,Kansas City Chiefs,35,26,395,5,467,2
7,Los Angeles Rams,@,New Orleans Saints,16,10,179,5,328,5
7,Cincinnati Bengals,@,Houston Oilers,27,7,328,1,176,4
7,Detroit Lions,@,Seattle Seahawks,41,14,369,1,339,8
7,Oakland Raiders,,Green Bay Packers,18,14,276,2,372,4
7,Miami Dolphins,@,Tampa Bay Buccaneers,23,20,290,1,334,1
7,Washington Redskins,,St. Louis Cardinals,20,10,140,3,306,10
8,Atlanta Falcons,,New Orleans Saints,23,20,255,3,253,2
8,New York Jets,@,Buffalo Bills,19,14,234,4,311,5
8,Chicago Bears,,Minnesota Vikings,14,13,173,1,354,2
8,Cincinnati Bengals,,Cleveland Browns,21,6,385,3,319,2
8,Detroit Lions,,Green Bay Packers,27,6,409,3,163,5
8,Kansas City Chiefs,@,Tampa Bay Buccaneers,28,19,318,3,196,1
8,Miami Dolphins,,New England Patriots,10,3,257,0,226,1
8,Philadelphia Eagles,@,New York Giants,10,0,245,0,291,0
8,Pittsburgh Steelers,,San Diego Chargers,23,0,361,3,134,5
8,St. Louis Cardinals,,San Francisco 49ers,23,20,373,1,382,2
8,Dallas Cowboys,@,Washington Redskins,20,7,253,0,146,3
8,Oakland Raiders,,Denver Broncos,19,6,382,2,265,2
8,Los Angeles Rams,,Seattle Seahawks,45,6,429,1,194,2
8,Baltimore Colts,,Houston Oilers,38,14,458,1,190,3
9,New England Patriots,,Buffalo Bills,20,10,298,5,373,8
9,St. Louis Cardinals,@,Philadelphia Eagles,17,14,317,2,270,4
9,Miami Dolphins,@,New York Jets,27,7,323,0,270,4
9,Oakland Raiders,@,Chicago Bears,28,27,322,2,365,2
9,Cleveland Browns,@,Houston Oilers,21,7,262,1,188,3
9,Dallas Cowboys,,New York Giants,9,3,257,1,269,3
9,Green Bay Packers,,New Orleans Saints,32,27,298,3,297,3
9,Pittsburgh Steelers,@,Kansas City Chiefs,45,0,451,1,257,6
9,Seattle Seahawks,,Atlanta Falcons,30,13,349,4,238,6
9,Baltimore Colts,@,San Diego Chargers,37,21,481,1,293,1
9,Denver Broncos,,Tampa Bay Buccaneers,48,13,415,3,234,4
9,Minnesota Vikings,,Detroit Lions,31,23,430,4,399,1
9,Washington Redskins,@,San Francisco 49ers,24,21,403,2,385,2
9,Cincinnati Bengals,,Los Angeles Rams,20,12,299,2,342,4
10,Atlanta Falcons,,San Francisco 49ers,21,16,289,0,302,4
10,Cincinnati Bengals,,Houston Oilers,31,27,300,3,252,3
10,Cleveland Browns,,Philadelphia Eagles,24,3,336,0,164,4
10,New York Giants,,Washington Redskins,12,9,168,3,315,4
10,New York Jets,,Tampa Bay Buccaneers,34,0,344,1,277,6
10,Chicago Bears,,Green Bay Packers,24,13,249,2,261,4
10,New England Patriots,@,Baltimore Colts,21,14,326,2,202,3
10,New Orleans Saints,,Detroit Lions,17,16,183,0,455,3
10,Minnesota Vikings,,Seattle Seahawks,27,21,424,0,386,4
10,St. Louis Cardinals,@,Los Angeles Rams,30,28,417,2,283,1
10,Denver Broncos,@,San Diego Chargers,17,0,255,2,128,6
10,Oakland Raiders,,Kansas City Chiefs,21,10,339,4,289,1
10,Pittsburgh Steelers,,Miami Dolphins,14,3,354,0,224,0
10,Dallas Cowboys,,Buffalo Bills,17,10,228,1,250,1
11,Atlanta Falcons,,Dallas Cowboys,17,10,230,2,307,4
11,San Diego Chargers,@,Buffalo Bills,34,13,382,4,219,3
11,Cleveland Browns,@,Tampa Bay Buccaneers,24,7,282,0,227,2
11,New England Patriots,@,New York Jets,38,24,237,3,287,10
11,Pittsburgh Steelers,,Houston Oilers,32,16,248,2,225,4
11,Oakland Raiders,@,Philadelphia Eagles,26,7,383,2,207,1
11,Detroit Lions,,Chicago Bears,14,10,349,4,221,1
11,Cincinnati Bengals,@,Kansas City Chiefs,27,24,373,6,251,0
11,Minnesota Vikings,@,Green Bay Packers,17,10,251,2,228,4
11,Washington Redskins,@,St. Louis Cardinals,16,10,357,3,307,4
11,Denver Broncos,,New York Giants,14,13,239,1,243,3
11,New Orleans Saints,@,Seattle Seahawks,51,27,399,2,269,5
11,Los Angeles Rams,@,San Francisco 49ers,23,3,146,2,88,6
11,Baltimore Colts,@,Miami Dolphins,17,16,340,2,338,2
12,Detroit Lions,,Buffalo Bills,27,14,304,3,322,3
12,Dallas Cowboys,,St. Louis Cardinals,19,14,295,3,377,2
12,Cleveland Browns,,Miami Dolphins,17,13,311,5,324,0
12,New England Patriots,,Denver Broncos,38,14,414,2,189,3
12,New York Giants,,Seattle Seahawks,28,16,279,4,244,3
12,Washington Redskins,,Philadelphia Eagles,24,0,206,0,194,4
12,Houston Oilers,,Atlanta Falcons,20,14,359,2,283,3
12,Chicago Bears,@,Green Bay Packers,16,10,273,3,259,4
12,Baltimore Colts,,New York Jets,33,16,387,1,255,4
12,Pittsburgh Steelers,@,Cincinnati Bengals,7,3,347,2,225,2
12,Kansas City Chiefs,@,San Diego Chargers,23,20,368,2,400,4
12,Los Angeles Rams,,New Orleans Saints,33,14,473,3,262,4
12,Oakland Raiders,,Tampa Bay Buccaneers,49,16,486,3,218,3
12,San Francisco 49ers,,Minnesota Vikings,20,16,331,1,282,0
13,St. Louis Cardinals,,Baltimore Colts,24,17,375,1,279,5
13,Los Angeles Rams,,Atlanta Falcons,59,0,569,1,81,4
13,Cleveland Browns,,Houston Oilers,13,10,265,5,175,4
13,Dallas Cowboys,@,Philadelphia Eagles,26,7,365,1,176,0
13,New York Giants,,Detroit Lions,24,10,383,3,274,5
13,New England Patriots,,New Orleans Saints,27,6,328,0,236,1
13,Washington Redskins,@,New York Jets,37,16,426,3,284,4
13,Pittsburgh Steelers,,Tampa Bay Buccaneers,42,0,385,1,105,4
13,Minnesota Vikings,,Green Bay Packers,20,9,413,3,144,0
13,Miami Dolphins,,Buffalo Bills,45,27,425,1,424,2
13,Chicago Bears,@,Seattle Seahawks,34,7,509,1,286,5
13,Denver Broncos,,Kansas City Chiefs,17,16,269,3,188,3
13,San Diego Chargers,,San Francisco 49ers,13,7,267,0,281,1
13,Oakland Raiders,,Cincinnati Bengals,35,20,445,1,358,3
14,Minnesota Vikings,@,Miami Dolphins,29,7,407,3,188,2
14,Pittsburgh Steelers,@,Houston Oilers,21,0,334,1,158,2
14,Los Angeles Rams,@,Detroit Lions,20,17,249,2,213,3
14,Green Bay Packers,@,Atlanta Falcons,24,20,350,1,253,1
14,Cincinnati Bengals,@,New York Jets,42,3,344,2,72,7
14,St. Louis Cardinals,@,New York Giants,17,14,300,3,250,2
14,New England Patriots,@,Tampa Bay Buccaneers,31,14,300,1,268,3
14,Philadelphia Eagles,,Seattle Seahawks,27,10,412,0,297,3
14,Baltimore Colts,,Buffalo Bills,58,20,396,2,355,5
14,Denver Broncos,@,Chicago Bears,28,14,453,6,172,4
14,Kansas City Chiefs,,Cleveland Browns,39,14,386,3,271,6
14,San Francisco 49ers,@,New Orleans Saints,27,7,360,2,299,1
14,Washington Redskins,@,Dallas Cowboys,27,14,359,4,203,4
14,Oakland Raiders,,San Diego Chargers,24,0,351,0,207,2
Division,Minnesota Vikings,,Washington Redskins,35,20,384,2,365,2
Division,Oakland Raiders,,New England Patriots,24,21,282,1,331,3
Division,Pittsburgh Steelers,@,Baltimore Colts,40,14,526,1,170,2
Division,Los Angeles Rams,@,Dallas Cowboys,14,12,250,3,211,4
ConfChamp,Minnesota Vikings,,Los Angeles Rams,24,13,267,2,336,4
ConfChamp,Oakland Raiders,,Pittsburgh Steelers,24,7,220,0,237,1
SuperBowl,Oakland Raiders,N,Minnesota Vikings,32,14,429,0,353,3
