week,home_team,away_team,moneyline
2,Kansas City Chiefs_1980,Seattle Seahawks_1980,-1
2,Miami Dolphins_1980,Cincinnati Bengals_1980,1
2,San Francisco 49ers_1980,St. Louis Cardinals_1980,1
2,Denver Broncos_1980,Dallas Cowboys_1980,1
2,New York Giants_1980,Washington Redskins_1980,-1
2,San Diego Chargers_1980,Oakland Raiders_1980,1
2,Cleveland Browns_1980,Houston Oilers_1980,-1
3,Atlanta Falcons_1980,Miami Dolphins_1980,-1
3,Chicago Bears_1980,Minnesota Vikings_1980,-1
3,Cincinnati Bengals_1980,Pittsburgh Steelers_1980,1
3,Cleveland Browns_1980,Kansas City Chiefs_1980,1
3,Detroit Lions_1980,St. Louis Cardinals_1980,1
3,New York Jets_1980,San Francisco 49ers_1980,-1
3,New Orleans Saints_1980,Buffalo Bills_1980,-1
3,Houston Oilers_1980,Baltimore Colts_1980,1
3,Dallas Cowboys_1980,Tampa Bay Buccaneers_1980,1
3,Denver Broncos_1980,San Diego Chargers_1980,-1
3,Los Angeles Rams_1980,Green Bay Packers_1980,1
3,Seattle Seahawks_1980,New England Patriots_1980,-1
3,Oakland Raiders_1980,Washington Redskins_1980,1
3,Philadelphia Eagles_1980,New York Giants_1980,1
4,Buffalo Bills_1980,Oakland Raiders_1980,1
4,Pittsburgh Steelers_1980,Chicago Bears_1980,1
4,Cincinnati Bengals_1980,Houston Oilers_1980,-1
4,Tampa Bay Buccaneers_1980,Cleveland Browns_1980,-1
4,Green Bay Packers_1980,Dallas Cowboys_1980,-1
4,Detroit Lions_1980,Minnesota Vikings_1980,1
4,Miami Dolphins_1980,New Orleans Saints_1980,1
4,New York Giants_1980,Los Angeles Rams_1980,-1
4,St. Louis Cardinals_1980,Philadelphia Eagles_1980,1
4,San Francisco 49ers_1980,Atlanta Falcons_1980,-1
4,Baltimore Colts_1980,New York Jets_1980,1
4,Kansas City Chiefs_1980,San Diego Chargers_1980,-1
4,Washington Redskins_1980,Seattle Seahawks_1980,-1
4,New England Patriots_1980,Denver Broncos_1980,1
5,Atlanta Falcons_1980,Detroit Lions_1980,1
5,Green Bay Packers_1980,Cincinnati Bengals_1980,1
5,Cleveland Browns_1980,Denver Broncos_1980,-1
5,Miami Dolphins_1980,Baltimore Colts_1980,-1
5,New Orleans Saints_1980,St. Louis Cardinals_1980,-1
5,Minnesota Vikings_1980,Pittsburgh Steelers_1980,-1
5,New York Jets_1980,New England Patriots_1980,-1
5,Houston Oilers_1980,Seattle Seahawks_1980,-1
5,Philadelphia Eagles_1980,Washington Redskins_1980,1
5,San Diego Chargers_1980,Buffalo Bills_1980,-1
5,Dallas Cowboys_1980,New York Giants_1980,1
5,Oakland Raiders_1980,Kansas City Chiefs_1980,-1
5,Los Angeles Rams_1980,San Francisco 49ers_1980,1
5,Chicago Bears_1980,Tampa Bay Buccaneers_1980,1
6,Buffalo Bills_1980,Baltimore Colts_1980,-1
6,Pittsburgh Steelers_1980,Cincinnati Bengals_1980,-1
6,Tampa Bay Buccaneers_1980,Green Bay Packers_1980,-1
6,New England Patriots_1980,Miami Dolphins_1980,1
6,New York Giants_1980,Philadelphia Eagles_1980,-1
6,Minnesota Vikings_1980,Chicago Bears_1980,1
6,St. Louis Cardinals_1980,Los Angeles Rams_1980,-1
6,Dallas Cowboys_1980,San Francisco 49ers_1980,1
6,Atlanta Falcons_1980,New York Jets_1980,-1
6,Seattle Seahawks_1980,Cleveland Browns_1980,-1
6,Detroit Lions_1980,New Orleans Saints_1980,1
6,Kansas City Chiefs_1980,Houston Oilers_1980,1
6,Oakland Raiders_1980,San Diego Chargers_1980,1
6,Denver Broncos_1980,Washington Redskins_1980,1
7,Miami Dolphins_1980,Buffalo Bills_1980,1
7,Cincinnati Bengals_1980,Minnesota Vikings_1980,1
7,Cleveland Browns_1980,Green Bay Packers_1980,1
7,Washington Redskins_1980,St. Louis Cardinals_1980,1
7,Philadelphia Eagles_1980,Dallas Cowboys_1980,1
7,New York Jets_1980,Seattle Seahawks_1980,-1
7,New Orleans Saints_1980,Atlanta Falcons_1980,-1
7,Chicago Bears_1980,Detroit Lions_1980,1
7,Baltimore Colts_1980,New England Patriots_1980,-1
7,Denver Broncos_1980,Kansas City Chiefs_1980,-1
7,San Diego Chargers_1980,New York Giants_1980,1
7,Houston Oilers_1980,Tampa Bay Buccaneers_1980,1
7,San Francisco 49ers_1980,Los Angeles Rams_1980,-1
7,Pittsburgh Steelers_1980,Oakland Raiders_1980,-1
8,Atlanta Falcons_1980,Los Angeles Rams_1980,1
8,Buffalo Bills_1980,New England Patriots_1980,1
8,Cleveland Browns_1980,Pittsburgh Steelers_1980,1
8,New York Giants_1980,Denver Broncos_1980,-1
8,Green Bay Packers_1980,Minnesota Vikings_1980,1
8,Washington Redskins_1980,New Orleans Saints_1980,1
8,Baltimore Colts_1980,St. Louis Cardinals_1980,-1
8,Kansas City Chiefs_1980,Detroit Lions_1980,1
8,Philadelphia Eagles_1980,Chicago Bears_1980,1
8,Houston Oilers_1980,Cincinnati Bengals_1980,1
8,Oakland Raiders_1980,Seattle Seahawks_1980,1
8,San Francisco 49ers_1980,Tampa Bay Buccaneers_1980,-1
8,Dallas Cowboys_1980,San Diego Chargers_1980,1
8,New York Jets_1980,Miami Dolphins_1980,1
9,Buffalo Bills_1980,Atlanta Falcons_1980,-1
9,Cincinnati Bengals_1980,San Diego Chargers_1980,-1
9,Kansas City Chiefs_1980,Baltimore Colts_1980,-1
9,Detroit Lions_1980,San Francisco 49ers_1980,1
9,Pittsburgh Steelers_1980,Green Bay Packers_1980,1
9,Tampa Bay Buccaneers_1980,New York Giants_1980,1
9,St. Louis Cardinals_1980,Dallas Cowboys_1980,-1
9,Denver Broncos_1980,Houston Oilers_1980,-1
9,Oakland Raiders_1980,Miami Dolphins_1980,1
9,Washington Redskins_1980,Minnesota Vikings_1980,-1
9,Los Angeles Rams_1980,New Orleans Saints_1980,1
9,New England Patriots_1980,New York Jets_1980,1
9,Seattle Seahawks_1980,Philadelphia Eagles_1980,-1
9,Cleveland Browns_1980,Chicago Bears_1980,1
10,Chicago Bears_1980,Washington Redskins_1980,1
10,New York Giants_1980,Dallas Cowboys_1980,1
10,Tampa Bay Buccaneers_1980,Pittsburgh Steelers_1980,-1
10,St. Louis Cardinals_1980,Atlanta Falcons_1980,-1
10,Baltimore Colts_1980,Cleveland Browns_1980,-1
10,Minnesota Vikings_1980,Detroit Lions_1980,1
10,Green Bay Packers_1980,San Francisco 49ers_1980,1
10,New York Jets_1980,Buffalo Bills_1980,-1
10,Oakland Raiders_1980,Cincinnati Bengals_1980,1
10,San Diego Chargers_1980,Denver Broncos_1980,-1
10,Seattle Seahawks_1980,Kansas City Chiefs_1980,-1
10,Los Angeles Rams_1980,Miami Dolphins_1980,-1
10,New Orleans Saints_1980,Philadelphia Eagles_1980,-1
10,Houston Oilers_1980,New England Patriots_1980,1
11,Atlanta Falcons_1980,New Orleans Saints_1980,1
11,Cincinnati Bengals_1980,Buffalo Bills_1980,-1
11,Pittsburgh Steelers_1980,Cleveland Browns_1980,1
11,Detroit Lions_1980,Baltimore Colts_1980,-1
11,New York Giants_1980,Green Bay Packers_1980,1
11,New England Patriots_1980,Los Angeles Rams_1980,-1
11,Washington Redskins_1980,Philadelphia Eagles_1980,-1
11,Dallas Cowboys_1980,St. Louis Cardinals_1980,1
11,Minnesota Vikings_1980,Tampa Bay Buccaneers_1980,1
11,Chicago Bears_1980,Houston Oilers_1980,-1
11,Denver Broncos_1980,New York Jets_1980,1
11,San Diego Chargers_1980,Kansas City Chiefs_1980,1
11,Miami Dolphins_1980,San Francisco 49ers_1980,1
11,Seattle Seahawks_1980,Oakland Raiders_1980,-1
12,Miami Dolphins_1980,San Diego Chargers_1980,-1
12,Atlanta Falcons_1980,Chicago Bears_1980,1
12,Buffalo Bills_1980,Pittsburgh Steelers_1980,1
12,Cleveland Browns_1980,Cincinnati Bengals_1980,1
12,New England Patriots_1980,Baltimore Colts_1980,1
12,Tampa Bay Buccaneers_1980,Detroit Lions_1980,-1
12,New York Jets_1980,Houston Oilers_1980,1
12,Philadelphia Eagles_1980,Oakland Raiders_1980,1
12,St. Louis Cardinals_1980,Kansas City Chiefs_1980,-1
12,Minnesota Vikings_1980,Green Bay Packers_1980,-1
12,Dallas Cowboys_1980,Washington Redskins_1980,1
12,Denver Broncos_1980,Seattle Seahawks_1980,1
12,San Francisco 49ers_1980,New York Giants_1980,1
12,New Orleans Saints_1980,Los Angeles Rams_1980,-1
13,Detroit Lions_1980,Chicago Bears_1980,-1
13,Dallas Cowboys_1980,Seattle Seahawks_1980,1
13,Atlanta Falcons_1980,Washington Redskins_1980,1
13,New York Giants_1980,St. Louis Cardinals_1980,-1
13,Pittsburgh Steelers_1980,Miami Dolphins_1980,1
13,Baltimore Colts_1980,Buffalo Bills_1980,1
13,Kansas City Chiefs_1980,Cincinnati Bengals_1980,-1
13,Green Bay Packers_1980,Tampa Bay Buccaneers_1980,-1
13,New Orleans Saints_1980,Minnesota Vikings_1980,-1
13,Houston Oilers_1980,Cleveland Browns_1980,-1
13,San Francisco 49ers_1980,New England Patriots_1980,1
13,Los Angeles Rams_1980,New York Jets_1980,1
13,San Diego Chargers_1980,Philadelphia Eagles_1980,1
13,Oakland Raiders_1980,Denver Broncos_1980,1
14,Houston Oilers_1980,Pittsburgh Steelers_1980,1
14,Philadelphia Eagles_1980,Atlanta Falcons_1980,-1
14,Buffalo Bills_1980,Los Angeles Rams_1980,1
14,Cincinnati Bengals_1980,Baltimore Colts_1980,1
14,Cleveland Browns_1980,New York Jets_1980,1
14,Tampa Bay Buccaneers_1980,Minnesota Vikings_1980,-1
14,Washington Redskins_1980,San Diego Chargers_1980,1
14,Chicago Bears_1980,Green Bay Packers_1980,1
14,St. Louis Cardinals_1980,Detroit Lions_1980,1
14,Oakland Raiders_1980,Dallas Cowboys_1980,-1
14,Kansas City Chiefs_1980,Denver Broncos_1980,1
14,San Francisco 49ers_1980,New Orleans Saints_1980,1
14,Seattle Seahawks_1980,New York Giants_1980,-1
14,Miami Dolphins_1980,New England Patriots_1980,1
15,Washington Redskins_1980,New York Giants_1980,1
15,San Diego Chargers_1980,Seattle Seahawks_1980,1
15,Atlanta Falcons_1980,San Francisco 49ers_1980,1
15,New England Patriots_1980,Buffalo Bills_1980,1
15,Minnesota Vikings_1980,Cleveland Browns_1980,1
15,Philadelphia Eagles_1980,St. Louis Cardinals_1980,1
15,Green Bay Packers_1980,Houston Oilers_1980,-1
15,Pittsburgh Steelers_1980,Kansas City Chiefs_1980,1
15,New York Jets_1980,New Orleans Saints_1980,-1
15,Chicago Bears_1980,Cincinnati Bengals_1980,-1
15,Baltimore Colts_1980,Miami Dolphins_1980,-1
15,Denver Broncos_1980,Oakland Raiders_1980,-1
15,Detroit Lions_1980,Tampa Bay Buccaneers_1980,1
15,Los Angeles Rams_1980,Dallas Cowboys_1980,1
16,Miami Dolphins_1980,New York Jets_1980,-1
16,Tampa Bay Buccaneers_1980,Chicago Bears_1980,-1
16,Cincinnati Bengals_1980,Cleveland Browns_1980,-1
16,St. Louis Cardinals_1980,Washington Redskins_1980,-1
16,Detroit Lions_1980,Green Bay Packers_1980,1
16,Houston Oilers_1980,Minnesota Vikings_1980,1
16,New Orleans Saints_1980,New England Patriots_1980,-1
16,New York Giants_1980,Oakland Raiders_1980,-1
16,Baltimore Colts_1980,Kansas City Chiefs_1980,-1
16,Los Angeles Rams_1980,Atlanta Falcons_1980,1
16,San Francisco 49ers_1980,Buffalo Bills_1980,-1
16,Dallas Cowboys_1980,Philadelphia Eagles_1980,1
16,Seattle Seahawks_1980,Denver Broncos_1980,-1
16,San Diego Chargers_1980,Pittsburgh Steelers_1980,1
20,Dallas Cowboys_1980,Los Angeles Rams_1980,1
20,Oakland Raiders_1980,Houston Oilers_1980,1
21,Philadelphia Eagles_1980,Minnesota Vikings_1980,1
21,San Diego Chargers_1980,Buffalo Bills_1980,1
21,Cleveland Browns_1980,Oakland Raiders_1980,-1
21,Atlanta Falcons_1980,Dallas Cowboys_1980,-1
22,Philadelphia Eagles_1980,Dallas Cowboys_1980,1
22,San Diego Chargers_1980,Oakland Raiders_1980,-1
23,Oakland Raiders_1980,Philadelphia Eagles_1980,1
1,Tampa Bay Buccaneers_1981,Minnesota Vikings_1981,1
1,Atlanta Falcons_1981,New Orleans Saints_1981,1
1,Cincinnati Bengals_1981,Seattle Seahawks_1981,1
1,New England Patriots_1981,Baltimore Colts_1981,-1
1,St. Louis Cardinals_1981,Miami Dolphins_1981,-1
1,Washington Redskins_1981,Dallas Cowboys_1981,-1
1,Detroit Lions_1981,San Francisco 49ers_1981,1
1,Pittsburgh Steelers_1981,Kansas City Chiefs_1981,-1
1,New York Giants_1981,Philadelphia Eagles_1981,-1
1,Chicago Bears_1981,Green Bay Packers_1981,-1
1,Buffalo Bills_1981,New York Jets_1981,1
1,Denver Broncos_1981,Oakland Raiders_1981,1
1,Los Angeles Rams_1981,Houston Oilers_1981,-1
1,Cleveland Browns_1981,San Diego Chargers_1981,-1
2,Miami Dolphins_1981,Pittsburgh Steelers_1981,1
2,Green Bay Packers_1981,Atlanta Falcons_1981,-1
2,Cleveland Browns_1981,Houston Oilers_1981,-1
2,Kansas City Chiefs_1981,Tampa Bay Buccaneers_1981,1
2,New Orleans Saints_1981,Los Angeles Rams_1981,1
2,Washington Redskins_1981,New York Giants_1981,-1
2,Baltimore Colts_1981,Buffalo Bills_1981,-1
2,San Francisco 49ers_1981,Chicago Bears_1981,1
2,New York Jets_1981,Cincinnati Bengals_1981,-1
2,Dallas Cowboys_1981,St. Louis Cardinals_1981,1
2,Seattle Seahawks_1981,Denver Broncos_1981,1
2,San Diego Chargers_1981,Detroit Lions_1981,1
2,Philadelphia Eagles_1981,New England Patriots_1981,1
2,Minnesota Vikings_1981,Oakland Raiders_1981,-1
3,Buffalo Bills_1981,Philadelphia Eagles_1981,-1
3,Atlanta Falcons_1981,San Francisco 49ers_1981,1
3,Cincinnati Bengals_1981,Cleveland Browns_1981,-1
3,St. Louis Cardinals_1981,Washington Redskins_1981,1
3,Minnesota Vikings_1981,Detroit Lions_1981,1
3,Houston Oilers_1981,Miami Dolphins_1981,-1
3,Pittsburgh Steelers_1981,New York Jets_1981,1
3,Chicago Bears_1981,Tampa Bay Buccaneers_1981,1
3,Kansas City Chiefs_1981,San Diego Chargers_1981,-1
3,Denver Broncos_1981,Baltimore Colts_1981,1
3,Los Angeles Rams_1981,Green Bay Packers_1981,1
3,New York Giants_1981,New Orleans Saints_1981,1
3,Oakland Raiders_1981,Seattle Seahawks_1981,1
3,New England Patriots_1981,Dallas Cowboys_1981,-1
4,Cleveland Browns_1981,Atlanta Falcons_1981,1
4,Cincinnati Bengals_1981,Buffalo Bills_1981,1
4,Detroit Lions_1981,Oakland Raiders_1981,1
4,Pittsburgh Steelers_1981,New England Patriots_1981,1
4,New York Jets_1981,Houston Oilers_1981,1
4,Philadelphia Eagles_1981,Washington Redskins_1981,1
4,Baltimore Colts_1981,Miami Dolphins_1981,-1
4,Green Bay Packers_1981,Minnesota Vikings_1981,-1
4,Tampa Bay Buccaneers_1981,St. Louis Cardinals_1981,1
4,Dallas Cowboys_1981,New York Giants_1981,1
4,Denver Broncos_1981,San Diego Chargers_1981,1
4,Seattle Seahawks_1981,Kansas City Chiefs_1981,-1
4,San Francisco 49ers_1981,New Orleans Saints_1981,1
4,Chicago Bears_1981,Los Angeles Rams_1981,-1
5,Buffalo Bills_1981,Baltimore Colts_1981,1
5,Minnesota Vikings_1981,Chicago Bears_1981,1
5,St. Louis Cardinals_1981,Dallas Cowboys_1981,1
5,New York Giants_1981,Green Bay Packers_1981,-1
5,New England Patriots_1981,Kansas City Chiefs_1981,1
5,Washington Redskins_1981,San Francisco 49ers_1981,-1
5,Houston Oilers_1981,Cincinnati Bengals_1981,1
5,New Orleans Saints_1981,Pittsburgh Steelers_1981,-1
5,Los Angeles Rams_1981,Cleveland Browns_1981,1
5,Oakland Raiders_1981,Denver Broncos_1981,-1
5,Tampa Bay Buccaneers_1981,Detroit Lions_1981,1
5,Miami Dolphins_1981,New York Jets_1981,-1
5,San Diego Chargers_1981,Seattle Seahawks_1981,1
5,Philadelphia Eagles_1981,Atlanta Falcons_1981,1
6,Atlanta Falcons_1981,Los Angeles Rams_1981,-1
6,Pittsburgh Steelers_1981,Cleveland Browns_1981,1
6,New Orleans Saints_1981,Philadelphia Eagles_1981,-1
6,New York Jets_1981,New England Patriots_1981,1
6,Chicago Bears_1981,Washington Redskins_1981,-1
6,Baltimore Colts_1981,Cincinnati Bengals_1981,-1
6,Green Bay Packers_1981,Tampa Bay Buccaneers_1981,-1
6,Kansas City Chiefs_1981,Oakland Raiders_1981,1
6,Houston Oilers_1981,Seattle Seahawks_1981,1
6,New York Giants_1981,St. Louis Cardinals_1981,1
6,San Francisco 49ers_1981,Dallas Cowboys_1981,1
6,Denver Broncos_1981,Detroit Lions_1981,1
6,San Diego Chargers_1981,Minnesota Vikings_1981,-1
6,Buffalo Bills_1981,Miami Dolphins_1981,1
7,Atlanta Falcons_1981,St. Louis Cardinals_1981,1
7,New York Jets_1981,Buffalo Bills_1981,1
7,Cincinnati Bengals_1981,Pittsburgh Steelers_1981,1
7,Cleveland Browns_1981,New Orleans Saints_1981,1
7,Green Bay Packers_1981,San Francisco 49ers_1981,-1
7,Miami Dolphins_1981,Washington Redskins_1981,1
7,Minnesota Vikings_1981,Philadelphia Eagles_1981,1
7,New England Patriots_1981,Houston Oilers_1981,1
7,Baltimore Colts_1981,San Diego Chargers_1981,-1
7,Kansas City Chiefs_1981,Denver Broncos_1981,1
7,Seattle Seahawks_1981,New York Giants_1981,-1
7,Oakland Raiders_1981,Tampa Bay Buccaneers_1981,1
7,Dallas Cowboys_1981,Los Angeles Rams_1981,1
7,Detroit Lions_1981,Chicago Bears_1981,1
8,Atlanta Falcons_1981,New York Giants_1981,-1
8,Buffalo Bills_1981,Denver Broncos_1981,1
8,Cleveland Browns_1981,Baltimore Colts_1981,1
8,St. Louis Cardinals_1981,Minnesota Vikings_1981,1
8,Detroit Lions_1981,Green Bay Packers_1981,1
8,Washington Redskins_1981,New England Patriots_1981,1
8,Philadelphia Eagles_1981,Tampa Bay Buccaneers_1981,1
8,New Orleans Saints_1981,Cincinnati Bengals_1981,1
8,Chicago Bears_1981,San Diego Chargers_1981,1
8,Dallas Cowboys_1981,Miami Dolphins_1981,1
8,Oakland Raiders_1981,Kansas City Chiefs_1981,-1
8,New York Jets_1981,Seattle Seahawks_1981,-1
8,San Francisco 49ers_1981,Los Angeles Rams_1981,1
8,Pittsburgh Steelers_1981,Houston Oilers_1981,1
9,New Orleans Saints_1981,Atlanta Falcons_1981,-1
9,Buffalo Bills_1981,Cleveland Browns_1981,1
9,Tampa Bay Buccaneers_1981,Chicago Bears_1981,1
9,Cincinnati Bengals_1981,Houston Oilers_1981,1
9,Miami Dolphins_1981,Baltimore Colts_1981,1
9,New York Giants_1981,New York Jets_1981,-1
9,Pittsburgh Steelers_1981,San Francisco 49ers_1981,-1
9,Green Bay Packers_1981,Seattle Seahawks_1981,1
9,Washington Redskins_1981,St. Louis Cardinals_1981,1
9,Philadelphia Eagles_1981,Dallas Cowboys_1981,-1
9,Los Angeles Rams_1981,Detroit Lions_1981,1
9,San Diego Chargers_1981,Kansas City Chiefs_1981,1
9,Oakland Raiders_1981,New England Patriots_1981,1
9,Denver Broncos_1981,Minnesota Vikings_1981,1
10,St. Louis Cardinals_1981,Philadelphia Eagles_1981,-1
10,Washington Redskins_1981,Detroit Lions_1981,1
10,Green Bay Packers_1981,New York Giants_1981,1
10,New England Patriots_1981,Miami Dolphins_1981,-1
10,Minnesota Vikings_1981,Tampa Bay Buccaneers_1981,1
10,Houston Oilers_1981,Oakland Raiders_1981,1
10,Kansas City Chiefs_1981,Chicago Bears_1981,-1
10,San Francisco 49ers_1981,Atlanta Falcons_1981,1
10,San Diego Chargers_1981,Cincinnati Bengals_1981,-1
10,Denver Broncos_1981,Cleveland Browns_1981,1
10,Baltimore Colts_1981,New York Jets_1981,-1
10,Los Angeles Rams_1981,New Orleans Saints_1981,-1
10,Seattle Seahawks_1981,Pittsburgh Steelers_1981,1
10,Dallas Cowboys_1981,Buffalo Bills_1981,1
11,Atlanta Falcons_1981,Pittsburgh Steelers_1981,-1
11,St. Louis Cardinals_1981,Buffalo Bills_1981,1
11,Green Bay Packers_1981,Chicago Bears_1981,1
11,Cincinnati Bengals_1981,Los Angeles Rams_1981,1
11,Philadelphia Eagles_1981,Baltimore Colts_1981,1
11,Tampa Bay Buccaneers_1981,Denver Broncos_1981,-1
11,Miami Dolphins_1981,Oakland Raiders_1981,-1
11,Minnesota Vikings_1981,New Orleans Saints_1981,1
11,New England Patriots_1981,New York Jets_1981,-1
11,Kansas City Chiefs_1981,Houston Oilers_1981,1
11,San Francisco 49ers_1981,Cleveland Browns_1981,-1
11,Detroit Lions_1981,Dallas Cowboys_1981,1
11,New York Giants_1981,Washington Redskins_1981,-1
11,Seattle Seahawks_1981,San Diego Chargers_1981,1
12,Buffalo Bills_1981,New England Patriots_1981,1
12,Chicago Bears_1981,Detroit Lions_1981,-1
12,Cincinnati Bengals_1981,Denver Broncos_1981,1
12,Cleveland Browns_1981,Pittsburgh Steelers_1981,-1
12,Tampa Bay Buccaneers_1981,Green Bay Packers_1981,1
12,Houston Oilers_1981,New Orleans Saints_1981,-1
12,Philadelphia Eagles_1981,New York Giants_1981,-1
12,Baltimore Colts_1981,St. Louis Cardinals_1981,-1
12,Kansas City Chiefs_1981,Seattle Seahawks_1981,1
12,Dallas Cowboys_1981,Washington Redskins_1981,1
12,New York Jets_1981,Miami Dolphins_1981,1
12,Oakland Raiders_1981,San Diego Chargers_1981,-1
12,Los Angeles Rams_1981,San Francisco 49ers_1981,-1
12,Atlanta Falcons_1981,Minnesota Vikings_1981,1
13,Detroit Lions_1981,Kansas City Chiefs_1981,1
13,Dallas Cowboys_1981,Chicago Bears_1981,1
13,Buffalo Bills_1981,Washington Redskins_1981,1
13,Cleveland Browns_1981,Cincinnati Bengals_1981,-1
13,New York Jets_1981,Baltimore Colts_1981,1
13,New England Patriots_1981,St. Louis Cardinals_1981,-1
13,Minnesota Vikings_1981,Green Bay Packers_1981,-1
13,Pittsburgh Steelers_1981,Los Angeles Rams_1981,1
13,New Orleans Saints_1981,Tampa Bay Buccaneers_1981,-1
13,Houston Oilers_1981,Atlanta Falcons_1981,-1
13,San Diego Chargers_1981,Denver Broncos_1981,1
13,San Francisco 49ers_1981,New York Giants_1981,1
13,Seattle Seahawks_1981,Oakland Raiders_1981,-1
13,Miami Dolphins_1981,Philadelphia Eagles_1981,1
14,Houston Oilers_1981,Cleveland Browns_1981,1
14,Chicago Bears_1981,Minnesota Vikings_1981,1
14,Cincinnati Bengals_1981,San Francisco 49ers_1981,-1
14,St. Louis Cardinals_1981,New Orleans Saints_1981,1
14,Green Bay Packers_1981,Detroit Lions_1981,1
14,Miami Dolphins_1981,New England Patriots_1981,1
14,New York Giants_1981,Los Angeles Rams_1981,1
14,Washington Redskins_1981,Philadelphia Eagles_1981,1
14,Baltimore Colts_1981,Dallas Cowboys_1981,-1
14,Tampa Bay Buccaneers_1981,Atlanta Falcons_1981,1
14,San Diego Chargers_1981,Buffalo Bills_1981,-1
14,Denver Broncos_1981,Kansas City Chiefs_1981,1
14,Seattle Seahawks_1981,New York Jets_1981,1
14,Oakland Raiders_1981,Pittsburgh Steelers_1981,1
15,Cleveland Browns_1981,New York Jets_1981,-1
15,Detroit Lions_1981,Minnesota Vikings_1981,1
15,New England Patriots_1981,Buffalo Bills_1981,-1
15,Pittsburgh Steelers_1981,Cincinnati Bengals_1981,-1
15,Washington Redskins_1981,Baltimore Colts_1981,1
15,St. Louis Cardinals_1981,New York Giants_1981,-1
15,New Orleans Saints_1981,Green Bay Packers_1981,-1
15,Tampa Bay Buccaneers_1981,San Diego Chargers_1981,-1
15,Kansas City Chiefs_1981,Miami Dolphins_1981,-1
15,Oakland Raiders_1981,Chicago Bears_1981,-1
15,Dallas Cowboys_1981,Philadelphia Eagles_1981,1
15,Denver Broncos_1981,Seattle Seahawks_1981,1
15,San Francisco 49ers_1981,Houston Oilers_1981,1
15,Los Angeles Rams_1981,Atlanta Falcons_1981,1
16,New York Giants_1981,Dallas Cowboys_1981,1
16,Miami Dolphins_1981,Buffalo Bills_1981,1
16,Chicago Bears_1981,Denver Broncos_1981,1
16,Philadelphia Eagles_1981,St. Louis Cardinals_1981,1
16,Detroit Lions_1981,Tampa Bay Buccaneers_1981,-1
16,New York Jets_1981,Green Bay Packers_1981,1
16,Minnesota Vikings_1981,Kansas City Chiefs_1981,-1
16,Baltimore Colts_1981,New England Patriots_1981,1
16,New Orleans Saints_1981,San Francisco 49ers_1981,-1
16,Atlanta Falcons_1981,Cincinnati Bengals_1981,-1
16,Seattle Seahawks_1981,Cleveland Browns_1981,1
16,Houston Oilers_1981,Pittsburgh Steelers_1981,1
16,Los Angeles Rams_1981,Washington Redskins_1981,-1
16,San Diego Chargers_1981,Oakland Raiders_1981,1
20,New York Jets_1981,Buffalo Bills_1981,-1
20,Philadelphia Eagles_1981,New York Giants_1981,-1
21,Dallas Cowboys_1981,Tampa Bay Buccaneers_1981,1
21,Miami Dolphins_1981,San Diego Chargers_1981,-1
21,Cincinnati Bengals_1981,Buffalo Bills_1981,1
21,San Francisco 49ers_1981,New York Giants_1981,1
22,Cincinnati Bengals_1981,San Diego Chargers_1981,1
22,San Francisco 49ers_1981,Dallas Cowboys_1981,1
23,Cincinnati Bengals_1981,San Francisco 49ers_1981,-1
1,New York Giants_1982,Atlanta Falcons_1982,-1
1,Buffalo Bills_1982,Kansas City Chiefs_1982,1
1,Detroit Lions_1982,Chicago Bears_1982,1
1,Cincinnati Bengals_1982,Houston Oilers_1982,1
1,New Orleans Saints_1982,St. Louis Cardinals_1982,-1
1,Green Bay Packers_1982,Los Angeles Rams_1982,1
1,Minnesota Vikings_1982,Tampa Bay Buccaneers_1982,1
1,Philadelphia Eagles_1982,Washington Redskins_1982,-1
1,Baltimore Colts_1982,New England Patriots_1982,-1
1,Seattle Seahawks_1982,Cleveland Browns_1982,-1
1,Denver Broncos_1982,San Diego Chargers_1982,-1
1,New York Jets_1982,Miami Dolphins_1982,-1
1,San Francisco 49ers_1982,Los Angeles Raiders_1982,-1
1,Dallas Cowboys_1982,Pittsburgh Steelers_1982,-1
2,Buffalo Bills_1982,Minnesota Vikings_1982,1
2,Atlanta Falcons_1982,Los Angeles Raiders_1982,-1
2,Chicago Bears_1982,New Orleans Saints_1982,-1
2,Pittsburgh Steelers_1982,Cincinnati Bengals_1982,1
2,Cleveland Browns_1982,Philadelphia Eagles_1982,-1
2,St. Louis Cardinals_1982,Dallas Cowboys_1982,-1
2,Kansas City Chiefs_1982,San Diego Chargers_1982,1
2,New England Patriots_1982,New York Jets_1982,-1
2,Miami Dolphins_1982,Baltimore Colts_1982,1
2,Denver Broncos_1982,San Francisco 49ers_1982,1
2,Los Angeles Rams_1982,Detroit Lions_1982,-1
2,Houston Oilers_1982,Seattle Seahawks_1982,1
2,Tampa Bay Buccaneers_1982,Washington Redskins_1982,-1
2,New York Giants_1982,Green Bay Packers_1982,-1
11,Atlanta Falcons_1982,Los Angeles Rams_1982,1
11,Buffalo Bills_1982,Miami Dolphins_1982,-1
11,Chicago Bears_1982,Detroit Lions_1982,1
11,Philadelphia Eagles_1982,Cincinnati Bengals_1982,-1
11,Cleveland Browns_1982,New England Patriots_1982,1
11,New York Jets_1982,Baltimore Colts_1982,1
11,Dallas Cowboys_1982,Tampa Bay Buccaneers_1982,1
